// 140001B40: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=146 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Phone Book ; Style: inquisitive
#include<stdlib.h>
#include<stdio.h>

struct contact{
    char name[50];
    long int phone_num;
};

int main(){
    int choice = 0, i, num_contacts, found = 0;
    struct contact *pb;
    char search_name[50];
    
    printf("***PHONE BOOK APPLICATION***\n");
    printf("Enter the number of contacts you want to add: ");
    scanf("%d", &num_contacts);
    
    //allocate memory for contact array
    pb = malloc(num_contacts * sizeof(struct contact));
    
    //get input for each contact
    for(i=0; i<num_contacts; i++){
        printf("Enter name for contact %d: ", i+1);
        scanf("%s", pb[i].name);
        printf("Enter phone number for contact %d: ", i+1);
        scanf("%ld", &pb[i].phone_num);
    }
    
    //menu for options
    while(choice != 3){
        printf("\nWhat would you like to do?\n");
        printf("1. List all contacts\n");
        printf("2. Search for a contact by name\n");
        printf("3. Exit\n");
        printf("Enter your choice: ");
        scanf("%d", &choice);
        
        switch(choice){
            case 1:
                //list all contacts
                printf("\nCONTACT LIST:\n");
                for(i=0; i<num_contacts; i++){
                    printf("%-25s%ld\n", pb[i].name, pb[i].phone_num);
                }
                break;
            case 2:
                //search for contact by name
                printf("\nEnter name to search for: ");
                scanf("%s", search_name);
                for(i=0; i<num_contacts; i++){
                    if(strcmp(search_name, pb[i].name) == 0){
                        printf("\n%s's phone number is %ld\n", pb[i].name, pb[i].phone_num);
                        found = 1;
                        break;
                    }
                }
                if(found == 0){
                    printf("\n%s not found in phone book\n", search_name);
                }
                found = 0;
                break;
            case 3:
                //exit
                printf("\nExiting phone book application...\n");
                break;
            default:
                printf("\nInvalid choice. Please try again.\n");
                break;
        }
    }
    
    //free memory allocated for pb
    free(pb);
    
    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// int __cdecl strcmp(const char *Str1, const char *Str2);
// void *__cdecl malloc(size_t Size);
// void __cdecl free(void *Block);


//----- (00000001400015E2) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  char Str1[56]; // [rsp+20h] [rbp-50h] BYREF
  int v5; // [rsp+58h] [rbp-18h] BYREF
  int v6; // [rsp+5Ch] [rbp-14h] BYREF
  void *Block; // [rsp+60h] [rbp-10h]
  int v8; // [rsp+68h] [rbp-8h]
  int i; // [rsp+6Ch] [rbp-4h]

  _main(argc, argv, envp);
  v6 = 0;
  v8 = 0;
  printf("***PHONE BOOK APPLICATION***\n");
  printf("Enter the number of contacts you want to add: ");
  scanf("%d", &v5);
  Block = malloc(56i64 * v5);
  for ( i = 0; i < v5; ++i )
  {
    printf("Enter name for contact %d: ", (unsigned int)(i + 1));
    scanf("%s", (char *)Block + 56 * i);
    printf("Enter phone number for contact %d: ", (unsigned int)(i + 1));
    scanf("%ld", (char *)Block + 56 * i + 52);
  }
  while ( v6 != 3 )
  {
    printf("\nWhat would you like to do?\n");
    printf("1. List all contacts\n");
    printf("2. Search for a contact by name\n");
    printf("3. Exit\n");
    printf("Enter your choice: ");
    scanf("%d", &v6);
    if ( v6 == 3 )
    {
      printf("\nExiting phone book application...\n");
    }
    else
    {
      if ( v6 > 3 )
        goto LABEL_23;
      if ( v6 == 1 )
      {
        printf("\nCONTACT LIST:\n");
        for ( i = 0; i < v5; ++i )
          printf("%-25s%ld\n", (const char *)Block + 56 * i, *((unsigned int *)Block + 14 * i + 13));
      }
      else if ( v6 == 2 )
      {
        printf("\nEnter name to search for: ");
        scanf("%s", Str1);
        for ( i = 0; i < v5; ++i )
        {
          if ( !strcmp(Str1, (const char *)Block + 56 * i) )
          {
            printf("\n%s's phone number is %ld\n", (const char *)Block + 56 * i, *((unsigned int *)Block + 14 * i + 13));
            v8 = 1;
            break;
          }
        }
        if ( !v8 )
          printf("\n%s not found in phone book\n", Str1);
        v8 = 0;
      }
      else
      {
LABEL_23:
        printf("\nInvalid choice. Please try again.\n");
      }
    }
  }
  free(Block);
  return 0;
}
// 140001A00: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=177 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Electronic Voting System ; Style: shape shifting
#include<stdio.h>
#include<stdlib.h>
#include<string.h>
#include<ctype.h>

/* Global variables */
int num_of_candidates;
char **candidates_name;
int *candidates_votes;

void display_candidates()
{
    printf("\nList of Candidates:");
    for(int i=0; i<num_of_candidates; i++)
    {
        printf("\n%d. %s", i+1, candidates_name[i]);
    }
    printf("\n");
}

void cast_vote(int selection)
{
    if(selection > 0 && selection <= num_of_candidates)
    {
        candidates_votes[selection-1]++;
        printf("\nVote casted for %s\n", candidates_name[selection-1]);
    }
    else
    {
        printf("\nInvalid candidate selection.\n");
    }
}

void display_results()
{
    int max_votes_index = 0;
    printf("\nResults:\n");
    for(int i=0; i<num_of_candidates; i++)
    {
        printf("%d. %s - %d votes\n", i+1, candidates_name[i], candidates_votes[i]);
        if(candidates_votes[i] > candidates_votes[max_votes_index])
        {
            max_votes_index = i;
        }
    }
    printf("\nWinner: %s\n", candidates_name[max_votes_index]);
}

int main()
{
    printf("Welcome to the Shape-Shifting Electronic Voting System!");

    printf("\nEnter the number of candidates: ");
    scanf("%d", &num_of_candidates);

    candidates_name = (char**) malloc(num_of_candidates * sizeof(char*));
    candidates_votes = (int*) malloc(num_of_candidates * sizeof(int));

    for(int i=0; i<num_of_candidates; i++)
    {
        char buffer[100];
        printf("Enter the name of candidate %d: ", i+1);
        scanf("%s", buffer);
        candidates_name[i] = strdup(buffer);
        candidates_votes[i] = 0;
    }

    int is_voting_active = 1;
    while(is_voting_active)
    {
        int selection;
        printf("\n");
        display_candidates();
        printf("Enter the number of the candidate you want to cast your vote to (or enter 0 to exit): ");
        scanf("%d", &selection);
        if(selection == 0)
        {
            is_voting_active = 0;
            printf("\nExiting...");
        }
        else
        {
            cast_vote(selection);
        }
    }

    display_results();

    // Freeing allocated memory
    for(int i=0; i<num_of_candidates; i++)
    {
        free(candidates_name[i]);
    }
    free(candidates_name);
    free(candidates_votes);

    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
__int64 display_candidates(void); // weak
__int64 __fastcall cast_vote(_QWORD); // weak
__int64 display_results(void); // weak
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// char *__cdecl strdup(const char *String);
// void *__cdecl malloc(size_t Size);
// void __cdecl free(void *Block);

//-------------------------------------------------------------------------
// Data declarations

int num_of_candidates; // weak
void *candidates_name; // idb
void *candidates_votes; // idb


//----- (00000001400017BE) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  char **v3; // rbx
  char String[112]; // [rsp+20h] [rbp-80h] BYREF
  unsigned int v6; // [rsp+90h] [rbp-10h] BYREF
  int j; // [rsp+94h] [rbp-Ch]
  int v8; // [rsp+98h] [rbp-8h]
  int i; // [rsp+9Ch] [rbp-4h]

  _main(argc, argv, envp);
  printf("Welcome to the Shape-Shifting Electronic Voting System!");
  printf("\nEnter the number of candidates: ");
  scanf("%d", &num_of_candidates);
  candidates_name = malloc(8i64 * num_of_candidates);
  candidates_votes = malloc(4i64 * num_of_candidates);
  for ( i = 0; i < num_of_candidates; ++i )
  {
    printf("Enter the name of candidate %d: ", (unsigned int)(i + 1));
    scanf("%s", String);
    v3 = (char **)((char *)candidates_name + 8 * i);
    *v3 = strdup(String);
    *((_DWORD *)candidates_votes + i) = 0;
  }
  v8 = 1;
  while ( v8 )
  {
    printf("\n");
    display_candidates();
    printf("Enter the number of the candidate you want to cast your vote to (or enter 0 to exit): ");
    scanf("%d", &v6);
    if ( v6 )
    {
      cast_vote(v6);
    }
    else
    {
      v8 = 0;
      printf("\nExiting...");
    }
  }
  display_results();
  for ( j = 0; j < num_of_candidates; ++j )
    free(*((void **)candidates_name + j));
  free(candidates_name);
  free(candidates_votes);
  return 0;
}
// 1400015E2: using guessed type __int64 display_candidates(void);
// 140001657: using guessed type __int64 __fastcall cast_vote(_QWORD);
// 1400016D6: using guessed type __int64 display_results(void);
// 140001A50: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);
// 140019040: using guessed type int num_of_candidates;

// nfuncs=180 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Searching algorithm ; Style: minimalist
#include <stdio.h>

int search(int arr[], int n, int x)
{
    int i;
    for (i = 0; i < n; i++) {
        if (arr[i] == x) {
            return i;
        }
    }
    return -1;
}

int main()
{
    int arr[] = {25, 45, 56, 67, 89, 90, 101};
    int n = sizeof(arr)/sizeof(arr[0]);
    int x = 90;
    int result = search(arr, n, x);
    if(result == -1) {
        printf("Element is not found.");
    } else {
        printf("Element is found at index %d",result);
    }
    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int printf(const char *const Format, ...);
__int64 __fastcall search(_QWORD, _QWORD, _QWORD); // weak
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak


//----- (00000001400015E4) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  int v4[9]; // [rsp+20h] [rbp-30h] BYREF
  unsigned int v5; // [rsp+44h] [rbp-Ch]
  int v6; // [rsp+48h] [rbp-8h]
  int v7; // [rsp+4Ch] [rbp-4h]

  _main(argc, argv, envp);
  v4[0] = 25;
  v4[1] = 45;
  v4[2] = 56;
  v4[3] = 67;
  v4[4] = 89;
  v4[5] = 90;
  v4[6] = 101;
  v7 = 7;
  v6 = 90;
  v5 = search(v4, 7i64, 90i64);
  if ( v5 == -1 )
    printf("Element is not found.");
  else
    printf("Element is found at index %d", v5);
  return 0;
}
// 140001591: using guessed type __int64 __fastcall search(_QWORD, _QWORD, _QWORD);
// 140001730: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=138 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Network Quality of Service (QoS) monitor ; Style: surrealist
#include <stdio.h>
#include <stdlib.h>
#include <string.h>
#include <time.h>

typedef struct {
    int packets_sent;
    int packets_dropped;
    float packet_loss;
} QoS;

int main(void) {
    int connection_speeds[3] = {10, 100, 1000};
    QoS net_quality[3];

    srand(time(NULL));

    for (int i = 0; i < 3; i++) {
        net_quality[i].packets_sent = rand() % 5000 + 1000; // random number of packets sent
        net_quality[i].packets_dropped = rand() % net_quality[i].packets_sent; // random number of packets dropped
        net_quality[i].packet_loss = (float)net_quality[i].packets_dropped / net_quality[i].packets_sent * 100;
        printf("QoS for connection speed %dMbps: %.2f%% packet loss\n", connection_speeds[i], net_quality[i].packet_loss);
    }
    
    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int printf(const char *const Format, ...);
static time_t __cdecl time(time_t *const Time);
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// void __cdecl srand(unsigned int Seed);
// int __cdecl rand();


//----- (00000001400015B0) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  unsigned int v3; // eax
  _BYTE v5[48]; // [rsp+20h] [rbp-40h]
  int v6[3]; // [rsp+50h] [rbp-10h]
  int i; // [rsp+5Ch] [rbp-4h]

  _main(argc, argv, envp);
  v6[0] = 10;
  v6[1] = 100;
  v6[2] = 1000;
  v3 = time(0i64);
  srand(v3);
  for ( i = 0; i <= 2; ++i )
  {
    *(_DWORD *)&v5[12 * i] = rand() % 5000 + 1000;
    *(_DWORD *)&v5[12 * i + 4] = rand() % *(_DWORD *)&v5[12 * i];
    *(float *)&v5[12 * i + 8] = 100.0 * (float)((float)*(int *)&v5[12 * i + 4] / (float)*(int *)&v5[12 * i]);
    printf("QoS for connection speed %dMbps: %.2f%% packet loss\n", (unsigned int)v6[i], *(float *)&v5[12 * i + 8]);
  }
  return 0;
}
// 140001810: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=141 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Bingo Simulator ; Style: random
#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 5
#define COLS 5

// Function to check if a number is already present in the Bingo board
int checkDuplicate(int arr[ROWS][COLS], int num)
{
    for (int i = 0; i < ROWS; i++) {
        for (int j = 0; j < COLS; j++) {
            if (arr[i][j] == num) {
                return 1;
            }
        }
    }
    return 0;
}

// Function to check if any row, column or diagonal is completed
int checkBingo(int arr[ROWS][COLS])
{
    int count = 0;

    // Check rows
    for (int i = 0; i < ROWS; i++) {
        count = 0;
        for (int j = 0; j < COLS; j++) {
            if (arr[i][j] == -1) {
                count++;
            }
        }
        if (count == COLS) {
            printf("BINGO! You have completed row %d\n", i+1);
            return 1;
        }
    }

    // Check columns
    for (int i = 0; i < COLS; i++) {
        count = 0;
        for (int j = 0; j < ROWS; j++) {
            if (arr[j][i] == -1) {
                count++;
            }
        }
        if (count == ROWS) {
            printf("BINGO! You have completed column %d\n", i+1);
            return 1;
        }
    }

    // Check diagonal 1 (top-left to bottom-right)
    count = 0;
    for (int i = 0; i < ROWS; i++) {
        if (arr[i][i] == -1) {
            count++;
        }
    }
    if (count == ROWS) {
        printf("BINGO! You have completed diagonal 1\n");
        return 1;
    }

    // Check diagonal 2 (top-right to bottom-left)
    count = 0;
    for (int i = 0; i < ROWS; i++) {
        if (arr[i][COLS-i-1] == -1) {
            count++;
        }
    }
    if (count == ROWS) {
        printf("BINGO! You have completed diagonal 2\n");
        return 1;
    }

    return 0;
}

int main()
{
    int nums[75];
    for (int i = 0; i < 75; i++) {
        nums[i] = i+1;
    }

    srand(time(NULL));
    int board[ROWS][COLS];
    int index;

    // Initialize the Bingo board with -1
    for (int i = 0; i < ROWS; i++) {
        for (int j = 0; j < COLS; j++) {
            board[i][j] = -1;
        }
    }

    while (!checkBingo(board)) {
        // Generate a random number between 1 and 75
        index = rand() % 75;
        while (checkDuplicate(board, nums[index])) {
            index = rand() % 75;
        }

        // Mark the number on the Bingo board
        for (int i = 0; i < ROWS; i++) {
            for (int j = 0; j < COLS; j++) {
                if (board[i][j] == nums[index]) {
                    board[i][j] = -1;
                }
            }
        }

        // Add the number to the board
        int added = 0;
        while (!added) {
            index = rand() % 25;
            if (board[index/5][index%5] == -1) {
                board[index/5][index%5] = nums[index];
                added = 1;
            }
        }

        // Print the updated Bingo board
        printf("\n");
        for (int i = 0; i < ROWS; i++) {
            for (int j = 0; j < COLS; j++) {
                if (board[i][j] == -1) {
                    printf("   ");
                } else {
                    printf("%2d ", board[i][j]);
                }
            }
            printf("\n");
        }
        printf("\n");
    }

    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int printf(const char *const Format, ...);
static time_t __cdecl time(time_t *const Time);
__int64 __fastcall checkDuplicate(_QWORD, _QWORD); // weak
__int64 __fastcall checkBingo(_QWORD); // weak
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// void __cdecl srand(unsigned int Seed);
// int __cdecl rand();


//----- (0000000140001815) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  unsigned int v3; // eax
  int v5[103]; // [rsp+20h] [rbp-60h] BYREF
  int jj; // [rsp+1BCh] [rbp+13Ch]
  int ii; // [rsp+1C0h] [rbp+140h]
  int v8; // [rsp+1C4h] [rbp+144h]
  int n; // [rsp+1C8h] [rbp+148h]
  int m; // [rsp+1CCh] [rbp+14Ch]
  int k; // [rsp+1D0h] [rbp+150h]
  int j; // [rsp+1D4h] [rbp+154h]
  int v13; // [rsp+1D8h] [rbp+158h]
  int i; // [rsp+1DCh] [rbp+15Ch]

  _main(argc, argv, envp);
  for ( i = 0; i <= 74; ++i )
    v5[i + 28] = i + 1;
  v3 = time(0i64);
  srand(v3);
  for ( j = 0; j <= 4; ++j )
  {
    for ( k = 0; k <= 4; ++k )
      v5[5 * j + k] = -1;
  }
  while ( !(unsigned int)checkBingo(v5) )
  {
    do
      v13 = rand() % 75;
    while ( (unsigned int)checkDuplicate(v5, (unsigned int)v5[v13 + 28]) );
    for ( m = 0; m <= 4; ++m )
    {
      for ( n = 0; n <= 4; ++n )
      {
        if ( v5[5 * m + n] == v5[v13 + 28] )
          v5[5 * m + n] = -1;
      }
    }
    v8 = 0;
    while ( !v8 )
    {
      v13 = rand() % 25;
      if ( v5[5 * (v13 / 5) + v13 % 5] == -1 )
      {
        v5[5 * (v13 / 5) + v13 % 5] = v5[v13 + 28];
        v8 = 1;
      }
    }
    printf("\n");
    for ( ii = 0; ii <= 4; ++ii )
    {
      for ( jj = 0; jj <= 4; ++jj )
      {
        if ( v5[5 * ii + jj] == -1 )
          printf("   ");
        else
          printf("%2d ", (unsigned int)v5[5 * ii + jj]);
      }
      printf("\n");
    }
    printf("\n");
  }
  return 0;
}
// 1400015B0: using guessed type __int64 __fastcall checkDuplicate(_QWORD, _QWORD);
// 140001622: using guessed type __int64 __fastcall checkBingo(_QWORD);
// 140001CD0: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=143 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Memory management ; Style: brave
#include <stdio.h>
#include <stdlib.h>

#define KB 1024
#define MB (KB * 1024)

int main() {
    char *ptr1, *ptr2, *ptr3;

    // Allocate 1 MB of memory
    ptr1 = (char*) malloc(MB);
    if (ptr1 != NULL) {
        printf("1 MB of memory has been allocated at address: %p\n", ptr1);
    } else {
        printf("Error: Failed to allocate memory\n");
        exit(1);
    }

    // Allocate 512 KB of memory
    ptr2 = (char*) malloc(512 * KB);
    if (ptr2 != NULL) {
        printf("512 KB of memory has been allocated at address: %p\n", ptr2);
    } else {
        printf("Error: Failed to allocate memory\n");
        exit(1);
    }

    // Allocate 256 KB of memory
    ptr3 = (char*) malloc(256 * KB);
    if (ptr3 != NULL) {
        printf("256 KB of memory has been allocated at address: %p\n", ptr3);
    } else {
        printf("Error: Failed to allocate memory\n");
        exit(1);
    }

    // Free allocated memory
    free(ptr1);
    free(ptr2);
    free(ptr3);

    // Allocate 2 MB of memory using calloc
    ptr1 = (char*) calloc(2, MB);
    if (ptr1 != NULL) {
        printf("2 MB of memory has been allocated using calloc at address: %p\n", ptr1);
    } else {
        printf("Error: Failed to allocate memory\n");
        exit(1);
    }

    // Reallocate memory
    ptr1 = (char*) realloc(ptr1, 3 * MB);
    if (ptr1 != NULL) {
        printf("Memory reallocated to 3 MB at address: %p\n", ptr1);
    } else {
        printf("Error: Failed to reallocate memory\n");
        exit(1);
    }

    // Free allocated memory
    free(ptr1);

    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int printf(const char *const Format, ...);
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// void *__cdecl realloc(void *Block, size_t Size);
// void *__cdecl malloc(size_t Size);
// void __cdecl free(void *Block);
// void __cdecl __noreturn exit(int Code);
// void *__cdecl calloc(size_t Count, size_t Size);


//----- (0000000140001591) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  void *v3; // rax
  void *v4; // rax
  void *v5; // rax
  void *v7; // [rsp+28h] [rbp-18h]
  void *v8; // [rsp+30h] [rbp-10h]
  void *Block; // [rsp+38h] [rbp-8h]
  void *Blocka; // [rsp+38h] [rbp-8h]
  void *Blockb; // [rsp+38h] [rbp-8h]

  _main(argc, argv, envp);
  Block = malloc(0x100000ui64);
  if ( !Block )
  {
    printf("Error: Failed to allocate memory\n");
    exit(1);
  }
  printf("1 MB of memory has been allocated at address: %p\n", Block);
  v8 = malloc(0x80000ui64);
  if ( !v8 )
  {
    printf("Error: Failed to allocate memory\n");
    exit(1);
  }
  printf("512 KB of memory has been allocated at address: %p\n", v8);
  v3 = malloc(0x40000ui64);
  v7 = v3;
  if ( !v3 )
  {
    printf("Error: Failed to allocate memory\n");
    exit(1);
  }
  printf("256 KB of memory has been allocated at address: %p\n", v3);
  free(Block);
  free(v8);
  free(v7);
  v4 = calloc(2ui64, 0x100000ui64);
  Blocka = v4;
  if ( !v4 )
  {
    printf("Error: Failed to allocate memory\n");
    exit(1);
  }
  printf("2 MB of memory has been allocated using calloc at address: %p\n", v4);
  v5 = realloc(Blocka, 0x300000ui64);
  Blockb = v5;
  if ( !v5 )
  {
    printf("Error: Failed to reallocate memory\n");
    exit(1);
  }
  printf("Memory reallocated to 3 MB at address: %p\n", v5);
  free(Blockb);
  return 0;
}
// 140001800: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=138 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Digital Diary ; Style: complex
#include <stdio.h>
#include <stdlib.h>
#include <string.h>

/* Structure for diary entry */
struct diaryEntry {
    char date[11];
    char time[6];
    char title[100];
    char description[500];
};

/* Function to add a new diary entry */
void addEntry(struct diaryEntry *entry, int n) {
    printf("Enter date (dd/mm/yyyy): ");
    scanf("%10s", entry[n].date);
    printf("Enter time (hh:mm): ");
    scanf("%5s", entry[n].time);
    printf("Enter title: ");
    scanf(" %[^\n]", entry[n].title);
    printf("Enter description: ");
    scanf(" %[^\n]", entry[n].description);
}

/* Function to search for diary entries by date */
void searchEntry(struct diaryEntry *entry, int n) {
    char date[11];
    printf("Enter date to search (dd/mm/yyyy): ");
    scanf("%10s", date);
    for (int i = 0; i < n; i++) {
        if (strcmp(entry[i].date, date) == 0) {
            printf("Date: %s\nTime: %s\nTitle: %s\nDescription: %s\n", 
                entry[i].date, entry[i].time, entry[i].title, entry[i].description);
        }
    }
}

/* Function to display all diary entries */
void displayEntries(struct diaryEntry *entry, int n) {
    if (n == 0) {
        printf("No diary entries to display.\n");
    }
    else {
        printf("All diary entries:\n");
        for (int i = 0; i < n; i++) {
            printf("Date: %s\nTime: %s\nTitle: %s\nDescription: %s\n", 
                entry[i].date, entry[i].time, entry[i].title, entry[i].description);
        }
    }
}

/* Main function */
int main() {
    int choice, numEntries = 0;
    struct diaryEntry entry[100];
    do {
        printf("\nDigital Diary Menu:\n");
        printf("1. Add a new entry\n");
        printf("2. Search for entries by date\n");
        printf("3. Display all entries\n");
        printf("4. Exit\n");
        printf("Enter choice: ");
        scanf("%d", &choice);
        switch (choice) {
            case 1:
                addEntry(entry, numEntries);
                numEntries++;
                break;
            case 2:
                searchEntry(entry, numEntries);
                break;
            case 3:
                displayEntries(entry, numEntries);
                break;
            case 4:
                printf("Exiting program.\n");
                break;
            default:
                printf("Invalid choice.\n");
        }
    } while (choice != 4);
    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
__int64 __fastcall addEntry(_QWORD, _QWORD); // weak
__int64 __fastcall searchEntry(_QWORD, _QWORD); // weak
__int64 __fastcall displayEntries(_QWORD, _QWORD); // weak
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak


//----- (0000000140001894) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  char v4[61704]; // [rsp+20h] [rbp-60h] BYREF
  int v5; // [rsp+F128h] [rbp+F0A8h] BYREF
  unsigned int v6; // [rsp+F12Ch] [rbp+F0ACh]

  _main(argc, argv, envp);
  v6 = 0;
  do
  {
    printf("\nDigital Diary Menu:\n");
    printf("1. Add a new entry\n");
    printf("2. Search for entries by date\n");
    printf("3. Display all entries\n");
    printf("4. Exit\n");
    printf("Enter choice: ");
    scanf("%d", &v5);
    if ( v5 == 4 )
    {
      printf("Exiting program.\n");
    }
    else
    {
      if ( v5 <= 4 )
      {
        switch ( v5 )
        {
          case 3:
            displayEntries(v4, v6);
            continue;
          case 1:
            addEntry(v4, v6++);
            continue;
          case 2:
            searchEntry(v4, v6);
            continue;
        }
      }
      printf("Invalid choice.\n");
    }
  }
  while ( v5 != 4 );
  return 0;
}
// 140001944: conditional instruction was optimized away because %var_8.4<3
// 1400015E2: using guessed type __int64 __fastcall addEntry(_QWORD, _QWORD);
// 1400016D4: using guessed type __int64 __fastcall searchEntry(_QWORD, _QWORD);
// 1400017C7: using guessed type __int64 __fastcall displayEntries(_QWORD, _QWORD);
// 140001A90: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=180 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Linked list operations ; Style: accurate
#include <stdio.h>
#include <stdlib.h>

struct node {
    int data;
    struct node* next;
};

struct node* create_node(int data) {
    struct node* new_node = (struct node*) malloc(sizeof(struct node));
    new_node->data = data;
    new_node->next = NULL;
    return new_node;
}

void insert_at_end(struct node** head, int data) {
    struct node* new_node = create_node(data);
    if (*head == NULL) {
        *head = new_node;
    } else {
        struct node* curr_node = *head;
        while (curr_node->next != NULL) {
            curr_node = curr_node->next;
        }
        curr_node->next = new_node;
    }
}

void delete_node(struct node** head, int data) {
    if (*head == NULL) {
        printf("List is empty.\n");
        return;
    }
    if ((*head)->data == data) {
        struct node* temp = *head;
        *head = (*head)->next;
        free(temp);
        return;
    }
    struct node* curr_node = *head;
    while (curr_node->next != NULL && curr_node->next->data != data) {
        curr_node = curr_node->next;
    }
